id,status,created_date,updated_date,nombre,apellido_pa,apellido_ma,foto,area,estudios,carrera,usuario
248,false,12/14/2023,2/24/2023,Nigel,Falkner,Marlene,imagenes/empty.jpg,546,Contabilidad,339,1
249,true,4/7/2023,8/24/2023,Doyle,Luce,Jacklin,imagenes/empty.jpg,102,Sistemas,162,1
250,true,12/21/2023,10/9/2023,Cornela,Hugh,Pauly,imagenes/empty.jpg,380,Contabilidad,643,1
251,true,9/15/2023,4/5/2023,Geraldine,Renado,Connie,imagenes/empty.jpg,138,Sistemas,134,1
252,false,4/12/2023,10/29/2023,Ernesta,Thaddeus,Marylin,imagenes/empty.jpg,390,Derecho,207,1
253,true,1/1/2024,4/28/2023,Natasha,Hunt,Koralle,imagenes/empty.jpg,194,Derecho,145,1
254,false,10/6/2023,6/24/2023,Mamie,Jake,Ketti,imagenes/empty.jpg,715,Sistemas,354,1
255,true,12/14/2023,9/2/2023,Joe,Jeff,Catha,imagenes/empty.jpg,616,Derecho,152,1
256,true,10/3/2023,11/27/2023,Melonie,Witty,Agneta,imagenes/empty.jpg,747,Contabilidad,747,1
257,true,11/28/2023,8/18/2023,Ailis,Shaw,Edi,imagenes/empty.jpg,869,Sistemas,498,1
258,false,10/14/2023,1/13/2024,Marcie,Vasilis,Roshelle,imagenes/empty.jpg,7,Derecho,53,1
259,false,1/9/2024,10/20/2023,Nomi,Shurlock,Bernelle,imagenes/empty.jpg,678,Sistemas,159,1
260,false,9/21/2023,2/22/2023,Obed,Karim,Stephine,imagenes/empty.jpg,900,Sistemas,421,1
261,true,1/17/2023,9/24/2023,Gabie,Bernardo,Courtney,imagenes/empty.jpg,871,Administración,231,1
262,true,2/3/2023,1/6/2024,Hillard,Ambrosio,Ivie,imagenes/empty.jpg,773,Sistemas,573,1
263,true,2/4/2023,6/12/2023,Dael,Taite,Shana,imagenes/empty.jpg,179,Contabilidad,247,1
264,false,9/15/2023,1/14/2024,Ignaz,Amerigo,Mollee,imagenes/empty.jpg,885,Sistemas,444,1
265,false,2/24/2023,10/12/2023,Erroll,Gottfried,Charity,imagenes/empty.jpg,443,Administración,824,1
266,true,1/31/2023,3/26/2023,Giavani,Meredeth,Belle,imagenes/empty.jpg,622,Contabilidad,701,1
267,false,11/9/2023,9/12/2023,Dougie,Ricki,Kath,imagenes/empty.jpg,956,Derecho,251,1
268,true,7/21/2023,7/17/2023,Whittaker,Regen,Robinet,imagenes/empty.jpg,481,Administración,74,1
269,true,12/28/2023,6/14/2023,Hugibert,Tab,Karilynn,imagenes/empty.jpg,784,Sistemas,14,1
270,true,2/24/2023,3/6/2023,Maryjane,Morgen,Leanna,imagenes/empty.jpg,565,Derecho,133,1
271,false,11/14/2023,3/25/2023,Aileen,Stuart,Tansy,imagenes/empty.jpg,675,Derecho,449,1
272,false,9/11/2023,4/6/2023,Wallas,Troy,Andrei,imagenes/empty.jpg,326,Sistemas,725,1
273,true,4/25/2023,6/1/2023,Eamon,Toby,Marina,imagenes/empty.jpg,907,Sistemas,736,1
274,false,9/26/2023,7/6/2023,Corinna,Templeton,Kissie,imagenes/empty.jpg,954,Contabilidad,777,1
275,false,4/4/2023,10/14/2023,Hill,Vassili,Kelcy,imagenes/empty.jpg,674,Administración,841,1
276,true,6/3/2023,2/22/2023,Camala,Noah,Daune,imagenes/empty.jpg,858,Administración,822,1
277,true,1/28/2023,12/17/2023,Crystal,Lyman,Katleen,imagenes/empty.jpg,235,Contabilidad,50,1
278,false,9/3/2023,3/24/2023,Hermann,Lombard,Alia,imagenes/empty.jpg,506,Derecho,259,1
279,false,9/5/2023,12/15/2023,Jermayne,Tobe,Corene,imagenes/empty.jpg,144,Contabilidad,138,1
280,false,9/18/2023,1/17/2023,Kingsly,Kellen,Vilhelmina,imagenes/empty.jpg,201,Contabilidad,301,1
281,true,5/18/2023,3/2/2023,Annis,Trumann,Berta,imagenes/empty.jpg,365,Sistemas,618,1
282,false,12/25/2023,10/20/2023,Codi,King,Delcina,imagenes/empty.jpg,832,Sistemas,932,1
283,true,11/18/2023,5/23/2023,Ammamaria,Bondy,Veradis,imagenes/empty.jpg,501,Sistemas,200,1
284,false,10/12/2023,11/17/2023,Milzie,Isa,Joyan,imagenes/empty.jpg,671,Contabilidad,843,1
285,false,4/24/2023,3/7/2023,Ambros,My,Marylin,imagenes/empty.jpg,916,Contabilidad,133,1
286,false,1/25/2023,1/26/2023,Odie,Pepe,Katti,imagenes/empty.jpg,940,Sistemas,423,1
287,false,4/20/2023,3/18/2023,Yul,Torrance,Rosalinde,imagenes/empty.jpg,357,Contabilidad,447,1
288,false,7/1/2023,3/19/2023,Emylee,Thatch,Margo,imagenes/empty.jpg,796,Sistemas,386,1
289,true,7/19/2023,3/21/2023,Randy,Job,Florance,imagenes/empty.jpg,804,Derecho,184,1
290,true,10/25/2023,7/12/2023,Hedda,Grantham,Glad,imagenes/empty.jpg,47,Administración,795,1
291,false,12/1/2023,11/5/2023,Doralyn,Urban,Leesa,imagenes/empty.jpg,210,Administración,440,1
292,true,7/21/2023,3/15/2023,Maggi,Gaultiero,Roxine,imagenes/empty.jpg,572,Derecho,327,1
293,false,3/24/2023,9/6/2023,Shantee,Lonnard,Nessi,imagenes/empty.jpg,230,Contabilidad,985,1
294,true,5/9/2023,6/6/2023,Agnola,Mychal,Cilka,imagenes/empty.jpg,953,Sistemas,914,1
295,true,2/22/2023,12/6/2023,Haslett,Rudolfo,Saidee,imagenes/empty.jpg,594,Contabilidad,899,1
296,false,1/11/2024,4/11/2023,Vivien,Enrico,Shaylyn,imagenes/empty.jpg,317,Administración,979,1
297,false,12/1/2023,5/13/2023,Jimmie,Terrel,Augusta,imagenes/empty.jpg,666,Sistemas,901,1
298,true,4/19/2023,12/2/2023,Andra,Ganny,Joela,imagenes/empty.jpg,682,Derecho,713,1
299,false,12/7/2023,10/15/2023,Hayward,Nevile,Easter,imagenes/empty.jpg,976,Administración,769,1
300,false,1/19/2023,7/26/2023,Leonora,Manfred,Amabel,imagenes/empty.jpg,148,Derecho,983,1
301,false,10/17/2023,1/23/2023,Talbot,Clark,Lorinda,imagenes/empty.jpg,691,Contabilidad,809,1
302,false,5/22/2023,2/5/2023,Rozelle,Hazlett,Pamela,imagenes/empty.jpg,380,Administración,658,1
303,true,10/8/2023,2/14/2023,Sherrie,Gaelan,Luella,imagenes/empty.jpg,32,Sistemas,933,1
304,false,7/12/2023,2/5/2023,Ladonna,Kennith,Bellina,imagenes/empty.jpg,872,Contabilidad,273,1
305,false,2/1/2023,5/18/2023,Minette,Malchy,Gisela,imagenes/empty.jpg,986,Contabilidad,755,1
306,true,1/20/2023,4/8/2023,Rowen,Reese,Junia,imagenes/empty.jpg,199,Contabilidad,175,1
307,false,11/6/2023,3/30/2023,Devina,Gerardo,Saudra,imagenes/empty.jpg,497,Derecho,822,1
308,false,5/27/2023,1/13/2024,Mil,Quintus,Shirlene,imagenes/empty.jpg,94,Derecho,810,1
309,false,11/9/2023,5/16/2023,Vale,Hamel,Grete,imagenes/empty.jpg,878,Derecho,379,1
310,false,8/18/2023,7/18/2023,Flora,Winslow,Dyna,imagenes/empty.jpg,735,Contabilidad,139,1
311,true,11/7/2023,10/4/2023,Abbie,Eduino,Laurette,imagenes/empty.jpg,499,Contabilidad,590,1
312,true,12/11/2023,1/26/2023,Elvyn,Horst,Ag,imagenes/empty.jpg,71,Contabilidad,396,1
313,false,7/28/2023,6/9/2023,Arv,Merrick,Kacey,imagenes/empty.jpg,259,Derecho,334,1
314,false,7/13/2023,11/29/2023,Cristie,Rickey,Teena,imagenes/empty.jpg,830,Derecho,723,1
315,true,8/22/2023,1/14/2024,Tamma,Zach,Jaclin,imagenes/empty.jpg,130,Sistemas,532,1
316,true,12/21/2023,6/13/2023,Thain,Miltie,Collen,imagenes/empty.jpg,505,Contabilidad,123,1
317,false,10/10/2023,10/30/2023,Trev,Chalmers,Sena,imagenes/empty.jpg,575,Contabilidad,401,1
318,true,5/18/2023,11/14/2023,Lola,Gibb,Simone,imagenes/empty.jpg,131,Derecho,715,1
319,true,9/2/2023,12/22/2023,Gavrielle,Rollin,Madelena,imagenes/empty.jpg,987,Sistemas,285,1
320,true,8/17/2023,1/15/2024,Kiley,Iosep,Tally,imagenes/empty.jpg,812,Administración,583,1
321,false,4/13/2023,12/16/2023,Cecilia,Timmie,Wilone,imagenes/empty.jpg,155,Sistemas,469,1
322,false,1/17/2023,3/16/2023,Fonzie,Germaine,Jacquelyn,imagenes/empty.jpg,713,Derecho,47,1
323,false,2/13/2023,3/20/2023,Babara,Gustav,Eloisa,imagenes/empty.jpg,898,Administración,522,1
324,true,11/28/2023,3/26/2023,Barnabe,Francis,Tildie,imagenes/empty.jpg,459,Administración,387,1
325,false,7/19/2023,9/27/2023,Laura,Whit,Loretta,imagenes/empty.jpg,843,Sistemas,393,1
326,false,9/8/2023,12/21/2023,Doti,Rolph,Melisandra,imagenes/empty.jpg,849,Administración,180,1
327,false,12/13/2023,10/9/2023,Jacquelyn,Flemming,Merle,imagenes/empty.jpg,621,Administración,36,1
328,true,12/23/2023,11/30/2023,Fredrick,Puff,Nisse,imagenes/empty.jpg,374,Derecho,580,1
329,true,5/13/2023,12/23/2023,Casandra,Goddard,Jodie,imagenes/empty.jpg,924,Derecho,952,1
330,false,8/4/2023,3/19/2023,Stefano,Balduin,Bride,imagenes/empty.jpg,848,Administración,169,1
331,true,4/8/2023,3/27/2023,Jermaine,Finn,Marlena,imagenes/empty.jpg,176,Contabilidad,896,1
332,false,3/11/2023,7/18/2023,Oates,Schuyler,Bibbye,imagenes/empty.jpg,521,Administración,201,1
333,false,5/31/2023,3/16/2023,Katerina,Ingrim,Helsa,imagenes/empty.jpg,108,Derecho,6,1
334,false,10/19/2023,12/30/2023,Georg,Chrotoem,Keely,imagenes/empty.jpg,263,Derecho,477,1
335,true,7/8/2023,7/11/2023,Stephani,Barnard,Deirdre,imagenes/empty.jpg,311,Contabilidad,619,1
336,false,3/13/2023,9/2/2023,Sig,Charlton,Gretta,imagenes/empty.jpg,204,Derecho,430,1
337,false,10/12/2023,5/16/2023,Natal,Taite,Godiva,imagenes/empty.jpg,407,Derecho,360,1
338,true,2/17/2023,10/2/2023,Waldon,Reamonn,Monika,imagenes/empty.jpg,552,Contabilidad,156,1
339,true,10/31/2023,3/29/2023,Lowell,Hastings,Dorella,imagenes/empty.jpg,274,Sistemas,561,1
340,false,11/30/2023,3/13/2023,Isadora,Curtice,Madel,imagenes/empty.jpg,99,Derecho,989,1
341,true,5/18/2023,4/20/2023,Ferdinanda,Gal,Rosina,imagenes/empty.jpg,305,Contabilidad,974,1
342,true,1/6/2024,1/23/2023,Nora,Dannie,Correy,imagenes/empty.jpg,670,Derecho,675,1
343,true,1/24/2023,11/28/2023,Maurise,Jerome,Sybil,imagenes/empty.jpg,684,Derecho,906,1
344,false,3/3/2023,7/8/2023,Raimund,Sebastian,Althea,imagenes/empty.jpg,202,Sistemas,23,1
345,true,8/29/2023,11/27/2023,Fowler,Leslie,Bunny,imagenes/empty.jpg,782,Derecho,458,1
346,true,5/27/2023,9/26/2023,Jolee,Garrett,Nicki,imagenes/empty.jpg,418,Contabilidad,662,1
347,false,6/5/2023,3/13/2023,Vick,Worthington,Pegeen,imagenes/empty.jpg,358,Administración,248,1
348,true,10/8/2023,4/26/2023,Randi,Eldin,Barbi,imagenes/empty.jpg,216,Contabilidad,565,1
349,false,7/26/2023,8/28/2023,Cary,Tudor,Kakalina,imagenes/empty.jpg,485,Contabilidad,992,1
350,false,1/30/2023,3/31/2023,Hal,Bret,Saloma,imagenes/empty.jpg,527,Contabilidad,936,1
351,true,9/11/2023,5/30/2023,Sayres,Brock,Ada,imagenes/empty.jpg,222,Contabilidad,721,1
352,false,5/22/2023,3/4/2023,Pete,Read,Lurline,imagenes/empty.jpg,601,Derecho,891,1
353,true,1/30/2023,11/20/2023,Shina,Harold,Loise,imagenes/empty.jpg,569,Contabilidad,816,1
354,false,4/23/2023,11/18/2023,Chris,Edgard,Giulia,imagenes/empty.jpg,769,Derecho,552,1
355,false,7/2/2023,2/14/2023,Goober,Peadar,Glennis,imagenes/empty.jpg,952,Derecho,824,1
356,false,4/15/2023,4/2/2023,Dniren,Franky,Denys,imagenes/empty.jpg,4,Sistemas,567,1
357,false,12/31/2023,8/23/2023,Bone,Floyd,Rakel,imagenes/empty.jpg,160,Derecho,122,1
358,false,9/29/2023,3/7/2023,Harman,Matteo,Giulietta,imagenes/empty.jpg,324,Derecho,714,1
359,true,11/14/2023,4/18/2023,Emogene,Kit,Agretha,imagenes/empty.jpg,339,Derecho,813,1
360,true,8/24/2023,11/3/2023,Vera,Gabriele,Dacy,imagenes/empty.jpg,886,Sistemas,674,1
361,true,7/16/2023,4/20/2023,Ham,Hagan,Lorri,imagenes/empty.jpg,552,Sistemas,566,1
362,true,5/28/2023,12/13/2023,Arlana,Ronny,Marti,imagenes/empty.jpg,783,Administración,661,1
363,false,2/26/2023,10/25/2023,Richard,Codie,Ilsa,imagenes/empty.jpg,602,Sistemas,780,1
364,false,1/4/2024,8/31/2023,Pansy,Bald,Mehetabel,imagenes/empty.jpg,900,Administración,27,1
365,false,2/9/2023,3/23/2023,Eugenie,Emmott,Prudi,imagenes/empty.jpg,1,Contabilidad,982,1
366,false,10/10/2023,8/5/2023,Mic,Henderson,Guillema,imagenes/empty.jpg,864,Contabilidad,625,1
367,false,12/17/2023,6/15/2023,Hildy,Gasper,Arabelle,imagenes/empty.jpg,985,Sistemas,645,1
368,false,8/31/2023,6/7/2023,Corene,Saul,Prisca,imagenes/empty.jpg,422,Administración,736,1
369,true,5/19/2023,8/9/2023,Deedee,Antony,Denni,imagenes/empty.jpg,380,Administración,934,1
370,true,2/16/2023,10/8/2023,Randi,Rich,Gizela,imagenes/empty.jpg,230,Derecho,219,1
371,false,7/2/2023,1/26/2023,Debee,Antons,Leilah,imagenes/empty.jpg,502,Contabilidad,567,1
372,true,1/27/2023,6/6/2023,Betti,Nap,Myrah,imagenes/empty.jpg,594,Administración,812,1
373,false,5/21/2023,1/24/2023,Monti,Bone,Nicoline,imagenes/empty.jpg,613,Administración,417,1
374,false,11/6/2023,11/11/2023,Gertrude,Franzen,Maxy,imagenes/empty.jpg,201,Derecho,982,1
375,false,9/1/2023,1/4/2024,Reinold,Raff,Viv,imagenes/empty.jpg,117,Sistemas,418,1
376,true,12/4/2023,4/15/2023,Kattie,Sandy,Kerry,imagenes/empty.jpg,341,Administración,204,1
377,true,6/1/2023,12/25/2023,Bertha,Gianni,Evangelia,imagenes/empty.jpg,119,Administración,56,1
378,true,6/23/2023,7/13/2023,Reid,Rossy,Valene,imagenes/empty.jpg,961,Derecho,276,1
379,false,5/1/2023,6/6/2023,Celle,Vaclav,Agnesse,imagenes/empty.jpg,251,Sistemas,51,1
380,true,5/30/2023,4/22/2023,Balduin,Tuckie,Rhody,imagenes/empty.jpg,989,Administración,403,1
381,false,6/14/2023,10/25/2023,Bryon,Hy,Jocelyn,imagenes/empty.jpg,553,Contabilidad,244,1
382,false,12/4/2023,1/1/2024,Sabine,Rene,Emmaline,imagenes/empty.jpg,701,Sistemas,552,1
383,true,8/21/2023,3/23/2023,Barney,Christiano,Leonelle,imagenes/empty.jpg,469,Administración,669,1
384,false,8/22/2023,4/12/2023,Merrilee,Aymer,Margery,imagenes/empty.jpg,663,Sistemas,306,1
385,true,1/25/2023,5/4/2023,Gwyneth,Marlow,Merrielle,imagenes/empty.jpg,699,Administración,106,1
386,true,12/2/2023,7/4/2023,Sayre,Justinian,Madelina,imagenes/empty.jpg,703,Derecho,358,1
387,false,1/11/2024,8/11/2023,Dukie,Elvis,Thomasine,imagenes/empty.jpg,26,Contabilidad,540,1
388,false,8/14/2023,12/9/2023,Myca,Iggie,Laurie,imagenes/empty.jpg,269,Derecho,66,1
389,true,9/11/2023,7/11/2023,Selena,Kalil,Wilone,imagenes/empty.jpg,552,Contabilidad,622,1
390,true,7/1/2023,10/7/2023,Alison,Meir,Vanessa,imagenes/empty.jpg,403,Sistemas,355,1
391,true,7/12/2023,9/3/2023,Dicky,Andre,Josee,imagenes/empty.jpg,475,Sistemas,370,1
392,false,9/21/2023,5/26/2023,Bernarr,Kenn,Myrtia,imagenes/empty.jpg,233,Derecho,596,1
393,true,8/29/2023,4/18/2023,Tucker,Balduin,Harli,imagenes/empty.jpg,799,Administración,582,1
394,true,10/27/2023,8/27/2023,Cilka,Thaxter,Helen,imagenes/empty.jpg,436,Administración,393,1
395,true,2/10/2023,9/5/2023,Sydelle,Hew,Malinda,imagenes/empty.jpg,268,Administración,289,1
396,false,1/19/2023,6/8/2023,Tilda,Harbert,Clarita,imagenes/empty.jpg,360,Sistemas,222,1
397,true,5/23/2023,1/7/2024,Betta,Jens,Lena,imagenes/empty.jpg,441,Contabilidad,623,1
398,true,11/4/2023,4/28/2023,Bette-ann,Levy,Estel,imagenes/empty.jpg,462,Administración,700,1
399,false,12/7/2023,4/5/2023,Sosanna,Adrien,Layney,imagenes/empty.jpg,552,Administración,186,1
400,false,11/22/2023,12/5/2023,Gertrudis,Charlie,Noemi,imagenes/empty.jpg,211,Derecho,718,1
401,false,7/10/2023,9/12/2023,Free,Reynolds,Josefa,imagenes/empty.jpg,750,Contabilidad,546,1
402,true,9/7/2023,11/26/2023,Tiebold,Byrle,Hanni,imagenes/empty.jpg,114,Contabilidad,643,1
403,false,7/14/2023,7/2/2023,Nikaniki,Shepperd,Jobina,imagenes/empty.jpg,370,Administración,709,1
404,false,6/30/2023,5/26/2023,Lilllie,Julian,Phyllida,imagenes/empty.jpg,31,Contabilidad,755,1
405,true,3/16/2023,1/3/2024,Miltie,Barrie,Inga,imagenes/empty.jpg,607,Derecho,961,1
406,false,1/7/2024,10/4/2023,Annette,Ezri,Pansie,imagenes/empty.jpg,756,Administración,721,1
407,true,9/7/2023,5/27/2023,Marje,Chan,Dyna,imagenes/empty.jpg,913,Administración,529,1
408,true,4/25/2023,4/25/2023,Domeniga,Nikos,Ethelda,imagenes/empty.jpg,799,Derecho,336,1
409,false,4/17/2023,2/18/2023,Bob,Cordy,Mallissa,imagenes/empty.jpg,343,Derecho,587,1
410,true,11/21/2023,4/23/2023,Lila,Bertie,Katherina,imagenes/empty.jpg,99,Derecho,232,1
411,true,1/14/2024,4/4/2023,Corny,Carver,Suzanna,imagenes/empty.jpg,475,Derecho,822,1
412,true,5/17/2023,5/29/2023,Doti,Xerxes,Ceil,imagenes/empty.jpg,588,Contabilidad,878,1
413,true,10/23/2023,1/5/2024,Beck,Car,Agna,imagenes/empty.jpg,840,Administración,258,1
414,true,6/13/2023,9/13/2023,Royce,Ira,Nanci,imagenes/empty.jpg,974,Derecho,944,1
415,false,12/23/2023,12/2/2023,Tades,Bucky,Deina,imagenes/empty.jpg,97,Administración,768,1
416,false,8/5/2023,7/11/2023,Zara,Chad,Riane,imagenes/empty.jpg,101,Derecho,404,1
417,false,4/28/2023,10/2/2023,Elsie,Jasper,Risa,imagenes/empty.jpg,730,Sistemas,834,1
418,true,1/3/2024,3/29/2023,Roldan,Cosimo,Dasya,imagenes/empty.jpg,497,Contabilidad,232,1
419,false,9/23/2023,9/11/2023,Jorge,Berkley,Nikki,imagenes/empty.jpg,655,Derecho,224,1
420,false,12/24/2023,11/8/2023,Kelley,Cordie,Rubina,imagenes/empty.jpg,851,Derecho,247,1
421,true,9/29/2023,7/28/2023,Pierette,Walton,Lyndsay,imagenes/empty.jpg,552,Administración,685,1
422,true,3/14/2023,5/6/2023,Orin,Arty,Georgina,imagenes/empty.jpg,708,Sistemas,661,1
423,true,8/24/2023,5/12/2023,Tadeas,Julius,Perle,imagenes/empty.jpg,722,Administración,229,1
424,true,1/23/2023,8/10/2023,Sadella,Konrad,Ajay,imagenes/empty.jpg,448,Derecho,640,1
425,false,5/25/2023,7/23/2023,Marje,Matty,Viviana,imagenes/empty.jpg,9,Contabilidad,311,1
426,true,6/26/2023,8/21/2023,Donnajean,Gaspar,Pavia,imagenes/empty.jpg,362,Administración,703,1
427,false,4/5/2023,12/18/2023,Meier,Kelwin,Merna,imagenes/empty.jpg,335,Derecho,327,1
428,false,10/13/2023,3/25/2023,Cherlyn,Arnoldo,Cassaundra,imagenes/empty.jpg,513,Derecho,761,1
429,false,10/24/2023,11/22/2023,Bear,Gabriel,Sharl,imagenes/empty.jpg,168,Administración,112,1
430,true,11/4/2023,1/17/2023,Lena,Kimble,Benedicta,imagenes/empty.jpg,803,Administración,362,1
431,false,1/5/2024,10/16/2023,Farrell,Markos,Drucie,imagenes/empty.jpg,300,Contabilidad,133,1
432,false,9/12/2023,7/3/2023,Alonzo,Reginauld,Gae,imagenes/empty.jpg,455,Sistemas,157,1
433,false,1/27/2023,3/12/2023,Marcelia,Christian,Theresina,imagenes/empty.jpg,801,Derecho,928,1
434,true,10/22/2023,10/26/2023,Jolee,Aldrich,Tamarah,imagenes/empty.jpg,702,Derecho,990,1
435,false,1/14/2024,5/16/2023,Arda,Mahmoud,Xylina,imagenes/empty.jpg,507,Administración,442,1
436,true,7/2/2023,7/7/2023,Sam,Addison,Elissa,imagenes/empty.jpg,621,Administración,128,1
437,false,4/14/2023,10/13/2023,Jocko,Waiter,Vina,imagenes/empty.jpg,834,Sistemas,617,1
438,false,2/5/2023,12/30/2023,Maurise,Matthiew,Clarine,imagenes/empty.jpg,978,Administración,925,1
439,true,3/14/2023,4/21/2023,Conchita,Cam,Hedi,imagenes/empty.jpg,273,Contabilidad,596,1
440,true,2/17/2023,2/4/2023,Tades,Mahmud,Mehetabel,imagenes/empty.jpg,439,Contabilidad,140,1
441,true,6/25/2023,7/30/2023,Joleen,Igor,Keslie,imagenes/empty.jpg,258,Derecho,566,1
442,true,11/20/2023,5/12/2023,Zaccaria,Tomkin,Babita,imagenes/empty.jpg,147,Administración,383,1
443,false,3/7/2023,3/23/2023,Grace,Wyndham,Kath,imagenes/empty.jpg,711,Derecho,675,1
444,false,8/8/2023,11/19/2023,Eugenie,Floyd,Tybi,imagenes/empty.jpg,982,Administración,670,1
445,true,5/15/2023,2/9/2023,Lammond,Hilarius,Mirabelle,imagenes/empty.jpg,456,Contabilidad,282,1
446,true,11/6/2023,11/24/2023,Jud,Salomon,Stepha,imagenes/empty.jpg,176,Derecho,298,1
447,true,2/28/2023,2/9/2023,Wallie,Griffith,Lyndsey,imagenes/empty.jpg,7,Sistemas,659,1
448,true,10/20/2023,8/3/2023,Eddy,Hughie,Erna,imagenes/empty.jpg,850,Derecho,521,1
449,true,5/10/2023,6/17/2023,Luella,Emanuele,Zora,imagenes/empty.jpg,636,Administración,231,1
450,true,4/26/2023,1/8/2024,Averil,Avery,Kizzee,imagenes/empty.jpg,354,Administración,900,1
451,false,6/19/2023,12/28/2023,Rozina,Jamey,Maribel,imagenes/empty.jpg,298,Derecho,855,1
452,false,3/19/2023,5/9/2023,Meredith,Siffre,Grata,imagenes/empty.jpg,485,Contabilidad,322,1
453,true,9/13/2023,7/15/2023,Westleigh,Salim,Antonietta,imagenes/empty.jpg,653,Administración,85,1
454,true,5/19/2023,9/23/2023,Tabbitha,Tedd,Easter,imagenes/empty.jpg,272,Derecho,732,1
455,false,4/23/2023,8/10/2023,Jillayne,Dani,Bernette,imagenes/empty.jpg,620,Contabilidad,73,1
456,true,10/4/2023,10/5/2023,Felicle,Niel,Tommy,imagenes/empty.jpg,242,Derecho,911,1
457,true,3/3/2023,10/19/2023,Elyssa,Abdel,Shaylyn,imagenes/empty.jpg,842,Derecho,774,1
458,false,12/26/2023,1/25/2023,Vladamir,Kaleb,Josefina,imagenes/empty.jpg,282,Administración,235,1
459,false,8/16/2023,12/24/2023,Sonni,Meredeth,Kathleen,imagenes/empty.jpg,926,Administración,202,1
460,false,4/20/2023,8/26/2023,Evanne,Lucas,Adriana,imagenes/empty.jpg,436,Sistemas,897,1
461,true,4/12/2023,6/14/2023,Norman,Forrester,Mellie,imagenes/empty.jpg,423,Administración,775,1
462,true,8/29/2023,6/15/2023,Phillis,Osgood,Hedvige,imagenes/empty.jpg,159,Sistemas,333,1
463,false,8/17/2023,1/9/2024,Anson,Sammy,Arliene,imagenes/empty.jpg,280,Administración,63,1
464,false,1/19/2023,8/4/2023,Michaelina,Leonidas,Zena,imagenes/empty.jpg,258,Derecho,236,1
465,true,8/26/2023,7/26/2023,Florri,Kennedy,Debora,imagenes/empty.jpg,480,Administración,307,1
466,false,12/13/2023,1/17/2023,Brigg,Blayne,Ardath,imagenes/empty.jpg,789,Derecho,942,1
467,false,11/28/2023,6/18/2023,Orren,Keane,Simonette,imagenes/empty.jpg,37,Contabilidad,666,1
468,true,7/25/2023,10/2/2023,Travis,Lauritz,Lenore,imagenes/empty.jpg,818,Sistemas,496,1
469,false,2/16/2023,10/19/2023,Jareb,Uri,Kassey,imagenes/empty.jpg,348,Sistemas,403,1
470,false,3/26/2023,3/13/2023,Kaitlyn,Demetris,Carina,imagenes/empty.jpg,493,Derecho,784,1
471,true,1/3/2024,9/26/2023,Barton,Skipton,Magdaia,imagenes/empty.jpg,756,Sistemas,232,1
472,false,9/11/2023,1/18/2023,Omero,Trey,Gabriela,imagenes/empty.jpg,95,Sistemas,113,1
473,true,9/18/2023,5/11/2023,Alysia,Carny,Georgie,imagenes/empty.jpg,168,Sistemas,456,1
474,true,7/22/2023,4/27/2023,Leonore,Peder,Bettye,imagenes/empty.jpg,851,Administración,535,1
475,false,5/31/2023,6/8/2023,Robinetta,Nikolas,Elinore,imagenes/empty.jpg,391,Derecho,391,1
476,false,9/3/2023,9/17/2023,Sonya,Luciano,Carole,imagenes/empty.jpg,433,Administración,651,1
477,true,8/27/2023,6/12/2023,Garwin,Neill,Mariska,imagenes/empty.jpg,936,Derecho,291,1
478,false,1/15/2024,9/14/2023,Lyndell,Ronnie,Angelika,imagenes/empty.jpg,234,Sistemas,63,1
479,false,11/26/2023,12/7/2023,Patricio,Berne,Florence,imagenes/empty.jpg,182,Sistemas,485,1
480,true,8/14/2023,2/10/2023,Hans,Norman,Cleopatra,imagenes/empty.jpg,411,Administración,397,1
481,true,5/29/2023,7/7/2023,Reggi,Teodoro,Ardra,imagenes/empty.jpg,247,Contabilidad,739,1
482,true,8/27/2023,2/18/2023,Izaak,My,Lorettalorna,imagenes/empty.jpg,178,Derecho,255,1
483,true,3/25/2023,6/26/2023,Bertrando,Hakeem,Charmian,imagenes/empty.jpg,422,Sistemas,294,1
484,true,7/6/2023,5/25/2023,Emmet,Stanton,Selina,imagenes/empty.jpg,165,Derecho,578,1
485,true,7/7/2023,12/3/2023,Sharlene,Donovan,Alejandrina,imagenes/empty.jpg,647,Administración,614,1
486,false,12/12/2023,11/20/2023,Morten,Lazare,Fionna,imagenes/empty.jpg,912,Administración,61,1
487,true,6/25/2023,9/6/2023,Perceval,Chester,Gerty,imagenes/empty.jpg,821,Contabilidad,219,1
488,false,1/1/2024,8/2/2023,Onfre,Delmar,Analise,imagenes/empty.jpg,875,Sistemas,90,1
489,true,3/12/2023,12/7/2023,Staffard,Conrad,Molli,imagenes/empty.jpg,903,Administración,125,1
490,false,3/25/2023,3/16/2023,Conway,Hammad,Marja,imagenes/empty.jpg,235,Contabilidad,470,1
491,false,3/24/2023,10/21/2023,Marie-jeanne,Friedrick,Naomi,imagenes/empty.jpg,893,Derecho,10,1
492,true,3/22/2023,7/21/2023,Joanie,Erhart,Debera,imagenes/empty.jpg,585,Sistemas,844,1
493,false,1/15/2024,8/12/2023,Ruthy,Curr,Caressa,imagenes/empty.jpg,249,Derecho,529,1
494,true,4/3/2023,5/26/2023,Kerry,Pepillo,Edeline,imagenes/empty.jpg,317,Administración,961,1
495,false,12/19/2023,8/26/2023,Sheffy,Reginauld,Sam,imagenes/empty.jpg,784,Derecho,661,1
